,original_title,genres,vote_average,category
500,North,"Comedy, Drama, Family, Fantasy, Science Fiction",4.8,Bad
501,Orlando,"Romance, Drama, Fantasy",6.7,Good
502,A Perfect World,"Crime, Drama, Thriller",7.2,Good
503,Philadelphia,Drama,7.6,Good
504,The Piano,"Drama, Romance",7.1,Good
505,Poetic Justice,"Drama, Romance",6.9,Good
506,The Program,Drama,6,Good
507,The Puppet Masters,"Horror, Science Fiction, Thriller",5.6,Good
508,Radioland Murders,"Comedy, Crime, Drama, Music, Mystery, Romance",5.8,Good
509,The Ref,Comedy,6.7,Good
510,The Remains of the Day,"Drama, Romance",7.5,Good
511,Renaissance Man,"Comedy, War",5.9,Good
512,Rising Sun,"Action, Drama, Thriller",5.8,Good
513,The Road to Wellville,"Comedy, Romance",5.5,Good
514,RoboCop 3,"Action, Adventure, Crime, Science Fiction, Thriller",4.2,Bad
515,Robin Hood: Men in Tights,Comedy,6.4,Good
516,Romeo Is Bleeding,"Action, Crime, Drama, Thriller",5.7,Good
517,Romper Stomper,"Action, Drama, Thriller",6.6,Good
518,Ruby in Paradise,"Drama, Romance",5.6,Good
519,Rudy,Drama,7.2,Good
520,The Saint of Fort Washington,Drama,4,Bad
521,Les Nuits Fauves,Drama,6.2,Good
522,Schindler's List,"Drama, History, War",8.3,Very Good
523,The Scout,"Comedy, Drama",5.3,Good
524,Searching for Bobby Fischer,Drama,7.3,Good
525,Second Best,Drama,5.9,Good
526,The Secret Garden,"Drama, Family, Fantasy",7.1,Good
527,Serial Mom,"Comedy, Crime, Horror, Thriller",6.4,Good
528,The Shadow,"Adventure, Fantasy, Action, Thriller, Science Fiction",5.4,Good
529,Shadowlands,"Drama, Romance",6.8,Good
530,Short Cuts,"Comedy, Drama",6.9,Good
531,A Simple Twist of Fate,"Drama, Family",5.7,Good
532,Sirens,"Comedy, Drama",5.2,Good
533,Six Degrees of Separation,"Mystery, Drama, Comedy",6.5,Good
534,Sleepless in Seattle,"Comedy, Drama, Romance",6.5,Good
535,Sliver,"Drama, Thriller",4.9,Bad
536,Blade Runner,"Science Fiction, Drama, Thriller",7.9,Good
537,Son in Law,"Comedy, Drama, Romance",5.6,Good
538,So I Married an Axe Murderer,"Comedy, Crime, Romance",6.1,Good
539,Striking Distance,"Crime, Action, Mystery, Thriller",5.4,Good
540,Harem,"History, Drama, Romance",4,Bad
541,Super Mario Bros.,"Adventure, Comedy, Family, Fantasy",4,Bad
542,Surviving the Game,"Action, Adventure, Thriller, Crime",6.1,Good
543,Terminal Velocity,"Action, Thriller",5,Good
544,Thirty Two Short Films About Glenn Gould,"Drama, Music",7.4,Good
545,Threesome,"Comedy, Drama, Family, Romance",6.3,Good
546,The Nightmare Before Christmas,"Fantasy, Animation, Family",7.6,Good
547,The Three Musketeers,"Action, Adventure, Comedy",6.2,Good
548,Tombstone,"Action, Adventure, Drama, History, Western",7.4,Good
549,Trial by Jury,"Drama, Action, Thriller",5.5,Good
550,True Romance,"Action, Thriller, Crime, Romance",7.5,Good
551,The War Room,"Documentary, History",7.3,Good
552,The Pagemaster,"Fantasy, Science Fiction, Family, Animation",6.2,Good
553,"Paris, France","Drama, Comedy",6,Good
555,Killer,"Thriller, Drama, Romance",3.05,Bad
556,Welcome to the Dollhouse,"Comedy, Drama",6.9,Good
557,Germinal,"Drama, Romance",6.3,Good
558,Chasers,"Comedy, Romance",4.7,Bad
559,Cronos,"Drama, Horror, Thriller",6.4,Good
560,Naked in New York,"Comedy, Romance",4,Bad
561,Kika,"Comedy, Drama",6.8,Good
562,Bhaji on the Beach,"Comedy, Drama",5.1,Good
563,Little Big League,"Comedy, Family",6,Good
564,Kådisbellan,Drama,6.2,Good
567,Io speriamo che me la cavo,"Comedy, Foreign",7.2,Good
568,Spanking the Monkey,"Comedy, Drama",5.3,Good
569,The Little Rascals,"Romance, Comedy, Family",6.3,Good
571,Andre,"Drama, Family, Adventure",5,Good
572,La scorta,"Thriller, Crime, Drama",5,Good
573,Princess Caraboo,"Comedy, Drama, History, Mystery",4.4,Bad
574,The Celluloid Closet,"History, Documentary",7,Good
575,Métisse,"Drama, Comedy, Romance, Foreign",6.8,Good
576,Caro diario,"Comedy, Drama",6.9,Good
577,De eso no se habla,"Romance, Drama",6,Good
578,The Brady Bunch Movie,Comedy,5.9,Good
579,Home Alone,"Comedy, Family",7.1,Good
580,Ghost,"Fantasy, Drama, Thriller, Mystery, Romance",6.9,Good
581,Aladdin,"Animation, Family, Comedy, Adventure, Fantasy, Romance",7.4,Good
582,Terminator 2: Judgment Day,"Action, Thriller, Science Fiction",7.7,Good
583,Dances with Wolves,"Adventure, Drama, Western",7.6,Good
584,Tough and Deadly,"Thriller, Action, Drama",6.3,Good
585,Batman,"Fantasy, Action",7,Good
586,The Silence of the Lambs,"Crime, Drama, Thriller",8.1,Very Good
587,Snow White and the Seven Dwarfs,"Fantasy, Animation, Family",6.9,Good
588,Beauty and the Beast,"Romance, Family, Animation, Fantasy, Music",7.5,Good
589,Pinocchio,"Animation, Family",6.9,Good
590,Pretty Woman,"Romance, Comedy",7,Good
591,Окно в Париж,"Comedy, Drama, Fantasy",6,Good
592,The Wild Bunch,"Adventure, Western",7.7,Good
593,Love and a .45,"Crime, Thriller",5.5,Good
594,The Wooden Man's Bride,"Drama, Foreign, Romance",6.5,Good
595,A Great Day in Harlem,,7,Good
596,Bye Bye Love,"Comedy, Romance",6.1,Good
597,One Fine Day,"Comedy, Romance",6.1,Good
598,Candyman: Farewell to the Flesh,Horror,5,Good
599,Century,"Romance, Drama",5,Good
600,Fargo,"Crime, Drama, Thriller",7.7,Good
601,Homeward Bound II: Lost in San Francisco,"Adventure, Comedy, Drama, Family",6,Good
602,Heavy Metal,"Animation, Science Fiction",6.3,Good
603,Hellraiser: Bloodline,"Horror, Thriller, Science Fiction",4.9,Bad
604,The Pallbearer,"Comedy, Romance",4.6,Bad
605,Jane Eyre,"Drama, Romance",7.1,Good
606,Loaded,"Drama, Mystery, Thriller",4,Bad
607,Pane e cioccolata,"Comedy, Foreign",7.1,Good
608,The Aristocats,"Animation, Comedy, Family, Adventure",7.1,Good
609,La flor de mi secreto,"Drama, Romance",6.9,Good
610,Two Much,"Comedy, Romance",5.1,Good
611,Ed,"Comedy, Family",3.6,Bad
612,Schrei aus Stein,"Adventure, Drama, Documentary",7.5,Good
613,Ma saison préférée,Drama,6.4,Good
614,A Modern Affair,,5,Good
615,Condition Red,"Thriller, Action, Drama",4.7,Bad
616,Asfour Stah,"Comedy, Drama",7.4,Good
617,A Thin Line Between Love and Hate,"Comedy, Thriller, Crime, Romance",5.7,Good
618,The Last Supper,"Comedy, Thriller, Crime, Drama",6.5,Good
619,Primal Fear,"Crime, Drama, Mystery, Thriller",7.4,Good
620,Rude,,6,Good
621,Carried Away,"Drama, Romance",5.4,Good
622,All Dogs Go to Heaven 2,"Romance, Animation, Family, Adventure, Fantasy",5,Good
623,Land and Freedom,"Drama, History, War, Romance",7,Good
624,Denise Calls Up,Comedy,6.6,Good
625,Theodore Rex,"Fantasy, Science Fiction, Family",3.6,Bad
626,A Family Thing,"Comedy, Drama",5.6,Good
627,Frisk,"Drama, Thriller",3.05,Bad
628,Sgt. Bilko,"Comedy, Family",5.5,Good
629,Jack & Sarah,"Comedy, Drama, Romance",5.1,Good
630,Girl 6,Comedy,5.7,Good
631,Diabolique,"Drama, Horror, Mystery, Thriller",5.4,Good
632,Un indien dans la ville,"Adventure, Drama, Comedy, Family",6,Good
633,Roula - Dunkle Geheimnisse,"Romance, Drama",5,Good
634,Peanuts – Die Bank zahlt alles,Comedy,4,Bad
636,Nelly & Monsieur Arnaud,"Drama, Romance",7.1,Good
637,Courage Under Fire,"Drama, Thriller, Mystery, War",6.2,Good
638,Mission: Impossible,"Adventure, Action, Thriller",6.7,Good
639,Á köldum klaka,"Drama, Comedy",7.7,Good
640,Moll Flanders,"Drama, Romance",6.2,Good
641,Das Superweib,Comedy,5.3,Good
642,삼공일 삼공이,"Horror, Mystery, Thriller",6.2,Good
643,DragonHeart,Fantasy,6.4,Good
646,Eddie,"Action, Comedy",5.4,Good
647,Yankee Zulu,"Drama, Comedy",6,Good
649,Plein soleil,"Crime, Drama, Thriller",7.3,Good
650,August,"Romance, Comedy, Drama",5.3,Good
651,James and the Giant Peach,"Adventure, Animation, Family",6.2,Good
652,Fear,"Drama, Thriller, Romance",6.1,Good
653,Kids in the Hall: Brain Candy,Comedy,5.9,Good
654,Faithful,"Comedy, Crime, Drama",4.8,Bad
655,Podzemlje,"War, Drama, Comedy",7.5,Good
656,Lust och fägring stor,"War, Drama, Romance",6.1,Good
657,Bloodsport II,"Action, Thriller",5.2,Good
658,পথের পাঁচালী,Drama,7.9,Good
659,অপুর সংসার,Drama,8.2,Very Good
660,Mystery Science Theater 3000: The Movie,"Comedy, Science Fiction",7,Good
662,Space Jam,"Animation, Comedy, Drama, Family, Fantasy",6.5,Good
663,Barbarella,Science Fiction,5.7,Good
664,Hostile Intentions,"Thriller, Action, Drama",8,Very Good
665,They Bite,"Comedy, Horror, Science Fiction",5.5,Good
666,Some Folks Call It a Sling Blade,"Drama, Thriller",7.5,Good
667,The Run of the Country,"Drama, Romance",8,Very Good
668,"Alphaville, une étrange aventure de Lemmy Caution","Drama, Science Fiction, Mystery",6.8,Good
669,Coup de torchon,Drama,6.8,Good
670,Tigrero: A Film That Was Never Made,"Documentary, Foreign",7.5,Good
672,Windows,"Horror, Drama, Thriller",5.8,Good
673,It's My Party,Drama,6.2,Good
674,Country Life,"Drama, Romance",8,Very Good
675,Operation Dumbo Drop,"Action, Adventure, Comedy, Family",4.7,Bad
676,Das Versprechen,"Drama, Romance",5,Good
677,Mrs. Winterbourne,"Comedy, Romance, Drama",5.5,Good
678,Solo,"Action, Adventure, Science Fiction, Thriller",3.9,Bad
679,Etz Hadomim Tafus,"Drama, Foreign",6.5,Good
680,The Substitute,"Action, Thriller",5.8,Good
681,True Crime,"Crime, Mystery, Thriller",5.1,Good
682,Butterfly Kiss,"Crime, Drama, Romance, Thriller",7.4,Good
683,Feeling Minnesota,"Action, Comedy, Drama, Thriller",5.5,Good
684,Delta of Venus,"Drama, Romance",3.3,Bad
686,Angus,"Comedy, Drama, Family, Romance",6.8,Good
687,Daens,"Drama, History",6.7,Good
688,Faces,Drama,7.1,Good
689,Boys,"Romance, Drama, Mystery",5.3,Good
690,The Quest,"Action, Adventure",5.3,Good
691,Cosi,"Comedy, Romance",7.1,Good
692,Sunset Park,Drama,5.1,Good
693,Mulholland Falls,"Drama, Mystery, Thriller",6.2,Good
694,The Truth About Cats & Dogs,"Comedy, Romance",5.7,Good
695,Oliver & Company,"Animation, Comedy, Family",6.5,Good
696,Celtic Pride,Comedy,4.9,Bad
697,Flipper,"Adventure, Family",5.3,Good
698,Captives,"Drama, Thriller, Mystery, Romance",6,Good
699,Of Love and Shadows,Drama,4.4,Bad
700,Dead Man,"Drama, Fantasy, Western",7.2,Good
701,Le Hussard sur le toit,"War, Adventure, Drama, Romance",6.7,Good
702,Switchblade Sisters,"Action, Crime, Drama",6.6,Good
703,Boca a boca,"Comedy, Foreign",5.5,Good
704,Les visiteurs,"Fantasy, Comedy, Science Fiction",7.1,Good
705,Multiplicity,"Comedy, Fantasy, Science Fiction",5.5,Good
708,The Craft,"Drama, Fantasy, Horror, Thriller",6.3,Good
709,The Great White Hype,"Comedy, Drama",5.1,Good
710,Last Dance,"Drama, Thriller",5.6,Good
712,Cold Comfort Farm,"Comedy, Drama, Romance",7,Good
713,"Institute Benjamenta, or This Dream People Call Human Life","Animation, Drama",7.7,Good
714,Heaven's Prisoners,"Drama, Mystery, Thriller",5,Good
715,Original Gangstas,"Action, Drama, Crime, Thriller",5.5,Good
716,The Rock,"Action, Adventure, Thriller",6.9,Good
717,Getting Away with Murder,Comedy,5.5,Good
718,Dellamorte Dellamore,"Fantasy, Drama, Horror, Comedy",7,Good
719,Twister,"Action, Adventure, Drama",6.1,Good
720,Barb Wire,"Action, Science Fiction",3.9,Bad
721,Le garçu,Drama,5,Good
723,GHOST IN THE SHELL,"Action, Animation, Science Fiction",7.8,Good
724,Thinner,"Horror, Thriller",5.5,Good
725,Spy Hard,"Action, Comedy",4.9,Bad
727,A Close Shave,"Family, Animation, Comedy",7.5,Good
728,Force of Evil,"Drama, Action, Crime",6.6,Good
729,The Stupids,"Comedy, Family",4.2,Bad
730,The Arrival,"Action, Mystery, Science Fiction, Thriller",6.1,Good
732,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Drama, Comedy, War",8,Very Good
733,Careful,"Horror, Comedy, Drama, Fantasy",7.8,Good
735,A Month by the Lake,"Comedy, Drama, Romance",7.2,Good
736,Gold Diggers: The Secret of Bear Mountain,Drama,5.8,Good
737,Kim,"Family, Adventure",7,Good
739,東邪西毒,"Drama, Action",7.1,Good
740,Khomreh,,8,Very Good
742,Stalingrad,"Drama, History, War",7.4,Good
743,The Phantom,"Adventure, Action",4.7,Bad
744,Striptease,"Drama, Thriller, Crime",4.4,Bad
745,The Last of the High Kings,"Drama, Comedy",5.7,Good
746,Heavy,"Drama, Romance",7.7,Good
747,Jack,"Comedy, Drama, Science Fiction",5.9,Good
748,I Shot Andy Warhol,Drama,6.1,Good
749,The Grass Harp,"Comedy, Drama, Family",6.1,Good
751,La vie est belle,"Music, Romance",6.5,Good
752,Quartier Mozart,,5,Good
753,Touki-Bouki,"Drama, Romance",7.3,Good
754,Wend Kuuni,Drama,5,Good
755,Histoires extraordinaires,"Drama, Mystery, Horror",5.5,Good
757,Pharaoh's  Army,"Western, Drama, War",6.3,Good
758,Trainspotting,"Drama, Crime",7.8,Good
759,Til There Was You,"Comedy, Romance",3.9,Bad
760,Independence Day,"Action, Adventure, Science Fiction",6.7,Good
761,Stealing Beauty,"Drama, Romance",6.6,Good
762,The Fan,"Drama, Mystery, Thriller",5.7,Good
763,The Hunchback of Notre Dame,"Drama, Animation, Family",6.8,Good
764,The Cable Guy,"Comedy, Drama, Thriller",5.7,Good
765,Kingpin,Comedy,6.7,Good
766,Eraser,"Action, Drama, Mystery, Thriller",5.6,Good
767,The Gate of Heavenly Peace,Documentary,6.7,Good
768,The Nutty Professor,"Fantasy, Comedy, Romance, Science Fiction",5.4,Good
769,"Yo, la peor de todas","Drama, Foreign",6.8,Good
770,Un été inoubliable,"Drama, Romance, War",7.2,Good
772,En compagnie d'Antonin Artaud,,8,Very Good
773,Sibak,,7,Good
774,Somebody to Love,"Comedy, Drama",5.1,Good
775,A Very Natural Thing,Drama,6.3,Good
777,Daylight,"Action, Adventure, Thriller",5.8,Good
778,The Frighteners,"Horror, Comedy",6.7,Good
779,Lone Star,"Drama, Mystery, Romance",6.9,Good
780,Harriet the Spy,"Comedy, Drama, Family",5.7,Good
781,Phenomenon,"Drama, Fantasy, Romance, Science Fiction",6.2,Good
782,Walking and Talking,"Comedy, Drama, Romance",6.6,Good
783,She's the One,"Comedy, Romance",5.7,Good
784,A Time to Kill,"Crime, Drama, Thriller",7,Good
785,American Buffalo,Drama,6.2,Good
786,Les Rendez-vous de Paris,"Romance, Comedy",6.5,Good
787,Alaska,Adventure,5.2,Good
788,Fled,"Action, Comedy, Thriller",5.2,Good
789,Kazaam,"Fantasy, Comedy, Science Fiction, Family",3.6,Bad
790,Bűvös vadász,,6,Good
791,Larger Than Life,"Family, Comedy",5.4,Good
792,A Boy Called Hate,,6,Good
793,Power 98,"Action, Mystery, Thriller",4,Bad
794,Two Deaths,"War, Drama",7,Good
795,A Very Brady Sequel,Comedy,5.8,Good
796,Stefano Quantestorie,Comedy,6,Good
797,La mort en ce jardin,"Adventure, Drama",7.4,Good
798,Hedd Wyn,"War, Drama",6.5,Good
799,La Collectionneuse,"Drama, Comedy, Romance",6.5,Good
800,Kaspar Hauser,"Drama, Foreign",6.3,Good
801,Echte Kerle,"Comedy, Foreign",5.2,Good
802,Diebinnen,Drama,4,Bad
803,O Convento,Thriller,6.5,Good
804,The Adventures of Pinocchio,"Animation, Family, Fantasy",5,Good
805,Joe's Apartment,"Fantasy, Comedy, Music",5,Good
806,The First Wives Club,Comedy,6.5,Good
807,Stonewall,"Romance, Drama, Comedy",7.2,Good
808,Ransom,"Action, Thriller",6.4,Good
809,High School High,Comedy,5.4,Good
810,Phat Beach,Comedy,5.4,Good
811,Foxfire,"Action, Drama, Thriller",6.3,Good
812,Chain Reaction,"Action, Drama, Science Fiction, Thriller",5.3,Good
813,Matilda,"Comedy, Family, Fantasy",6.9,Good
814,Emma,"Drama, Comedy, Romance",6.7,Good
815,The Crow: City of Angels,"Action, Fantasy, Thriller",5.2,Good
816,House Arrest,"Comedy, Family",5,Good
817,Les Yeux sans visage,"Drama, Horror, Thriller",7.5,Good
818,Bordello of Blood,"Horror, Comedy",5,Good
819,Lotto Land,Drama,7,Good
821,天國逆子,,7,Good
822,Flirt,"Drama, Romance",7.5,Good
823,The Big Squeeze,Drama,5,Good
824,The Spitfire Grill,"Comedy, Drama",6.8,Good
825,Escape from L.A.,"Action, Adventure, Science Fiction, Thriller",5.6,Good
826,Xích lô,"Crime, Drama",6.8,Good
827,Basquiat,"Drama, History",6.6,Good
828,Tin Cup,"Comedy, Drama, Romance",5.9,Good
829,Dingo,"Drama, Music",6,Good
830,楢山節考,Drama,6.4,Good
831,Un week-end sur deux,Drama,6,Good
832,Mille bolle blu,,6,Good
833,Wuya yu maque,,5,Good
834,The Godfather,"Drama, Crime",8.5,Very Good
835,Der bewegte Mann,"Comedy, Drama",6.1,Good
836,警察故事 III：超級警察,"Action, Crime, Thriller",6.7,Good
837,Manny & Lo,"Drama, Comedy",6.3,Good
839,Small Faces,,6.4,Good
840,Bound,"Crime, Drama, Romance, Thriller",6.9,Good
841,Carpool,"Comedy, Family",4.9,Bad
842,Death in Brunswick,Drama,6.1,Good
843,Kansas City,"Thriller, Drama, Music, Crime",6.1,Good
844,Gone Fishin',"Comedy, Family",4.7,Bad
845,Lover's Knot,"Romance, Comedy",4,Bad
846,愛情萬歲,Drama,7.3,Good
847,Schatten der Engel,Drama,4,Bad
848,Killer: A Journal of Murder,Drama,6.3,Good
850,超级计划,"Action, Adventure, Crime",5.8,Good
851,Girls Town,"Comedy, Drama",5.2,Good
852,Bye-Bye,Drama,7.7,Good
853,The Relic,"Horror, Mystery, Thriller",5.8,Good
854,The Island of Dr. Moreau,"Fantasy, Horror, Science Fiction",4.6,Bad
855,First Kid,"Comedy, Family",5.3,Good
856,The Trigger Effect,"Drama, Thriller",6.6,Good
857,Sweet Nothing,,5,Good
858,Bogus,"Fantasy, Comedy, Family",5.4,Good
859,Bulletproof,"Action, Adventure, Comedy, Thriller",5.4,Good
860,Talk of Angels,"Drama, Romance, War",6.8,Good
861,The Land Before Time III: The Time of the Great Giving,"Animation, Adventure, Family",6.1,Good
862,6,,5,Good
864,Halloween: The Curse of Michael Myers,"Horror, Thriller",5,Good
865,Twelfth Night,"Drama, Comedy, Romance",7,Good
866,Mother Night,"Drama, History",7.1,Good
867,Liebelei,"Drama, Romance",6.3,Good
868,Wenecja,"Drama, Romance",7.5,Good
869,Les Roseaux Sauvages,"Drama, Romance",7.4,Good
870,For Whom the Bell Tolls,"Drama, History, Romance, Thriller",6.1,Good
871,The Philadelphia Story,"Comedy, Romance",7.7,Good
872,Singin' in the Rain,"Comedy, Music, Romance",7.9,Good
873,An American in Paris,"Drama, Comedy, Music, Romance",6.9,Good
874,Funny Face,"Music, Comedy, Romance",7,Good
875,Breakfast at Tiffany's,"Comedy, Drama, Romance",7.6,Good
876,Vertigo,"Mystery, Romance, Thriller",8,Very Good
877,Rear Window,"Drama, Mystery, Thriller",8.2,Very Good
878,It Happened One Night,"Comedy, Romance",7.7,Good
879,Gaslight,"Drama, Mystery, Thriller, Crime",7.2,Good
880,The Gay Divorcee,"Comedy, Music, Romance",7.2,Good
881,North by Northwest,"Mystery, Thriller",7.8,Good
882,The Apartment,"Comedy, Drama, Romance",8.1,Very Good
883,Some Like It Hot,"Comedy, Romance",8,Very Good
884,Charade,"Comedy, Mystery, Romance, Thriller",7.7,Good
885,Casablanca,"Drama, Romance",7.9,Good
886,The Maltese Falcon,"Mystery, Crime, Thriller",7.8,Good
887,My Fair Lady,"Drama, Family, Music, Romance",7.4,Good
888,Sabrina,"Comedy, Drama, Romance",7.4,Good
889,Roman Holiday,"Comedy, Romance",7.8,Good
890,The Little Princess,"Drama, Comedy, Family",7,Good
891,Meet Me in St. Louis,"Comedy, Music, Romance",6.8,Good
892,The Wizard of Oz,"Adventure, Family, Fantasy",7.4,Good
893,Gone with the Wind,"Drama, Romance, War",7.7,Good
894,My Favorite Year,"Comedy, Drama",7.1,Good
895,Sunset Boulevard,Drama,8.2,Very Good
896,Citizen Kane,"Mystery, Drama",8,Very Good
897,2001: A Space Odyssey,"Science Fiction, Mystery, Adventure",7.9,Good
898,Golden Earrings,"Adventure, Romance",4.8,Bad
899,All About Eve,Drama,8,Very Good
900,The Women,"Comedy, Drama",6.4,Good
901,Rebecca,"Drama, Mystery",7.7,Good
902,Foreign Correspondent,"Mystery, Thriller, War",7,Good
903,Notorious,"Thriller, Drama, Romance",7.8,Good
904,Spellbound,"Drama, Mystery, Thriller",7.3,Good
905,An Affair to Remember,"Drama, Romance",7.1,Good
906,To Catch a Thief,"Crime, Drama, Mystery, Romance, Thriller",7.1,Good
907,Father of the Bride,"Comedy, Drama, Family, Romance",6.6,Good
908,The Band Wagon,"Comedy, Music",7.1,Good
909,Ninotchka,"Comedy, Romance",7.3,Good
910,Love in the Afternoon,"Comedy, Drama, Romance",7.3,Good
911,Gigi,"Comedy, Music, Romance",6.1,Good
912,The Reluctant Debutante,"Comedy, Romance",6.6,Good
913,The Adventures of Robin Hood,"Action, Adventure, Romance",7.6,Good
914,The Mark of Zorro,"Action, Adventure, Drama, Romance, Western",7.1,Good
915,Laura,"Drama, Mystery",7.6,Good
916,The Ghost and Mrs. Muir,"Fantasy, Romance, Mystery",7.3,Good
917,Lost Horizon,"Adventure, Fantasy, Drama, Mystery",6.8,Good
918,Top Hat,"Comedy, Music, Romance",7.4,Good
919,To Be or Not to Be,"Comedy, War",7.7,Good
